,theta,phi,xoff,yoff,zpush,xshear,yshear,Bx00,Bz00,Bx01,Bz01,Bx10,Bz10,Bx11,Bz11,Temp0,Temp1,Fx,Fy,Fz,Tx,Ty,Tz,X,Y,Z,U,V,W
45,0.0755,3.141592653589793,0.0,0.0,0.0666666666666666,0.6,0.6,7.270757688912264,11.475898538701385,-6.859782810525161,14.968563311349632,-7.2182928108202935,14.799353465221333,8.403124641063963,15.463176707724664,756.0,755.0,-0.1187999999999999,-0.1608,-1.1635,6.533900000000001,-6.6155,0.0906999999999999,-4.88443216901,0.400832771591,0.265704650651,4.87936832472e-06,4.32582440671,2.34457832774e-05
46,0.0755,3.141592653589793,0.0,0.0,0.0333333333333333,0.6,0.6,6.366345102165183,11.655569301683178,-6.5586026069663275,13.784618604929621,-6.5586026069663275,12.665892087134138,6.973704037786981,14.504419387697258,755.0,755.0,0.0153,0.0027,0.0046,0.0068,0.0464,0.0316,1.68333872529e-05,2.17085534561e-05,0.0333415446205,1.00309464699e-05,4.32583834793,-3.00761411652e-05
47,0.001,2.617993877991494,0.0,0.0,0.7333333333333333,0.0,0.6,14.25733062149302,13.215722854020575,-10.453626959825149,29.060706394034735,-9.933350252079773,23.659007459938998,15.004955134303602,14.946869741333185,756.0,756.0,0.1253,-0.6546000000000001,-5.810999999999999,27.7882,3.6008,0.2374,-0.061299147468,0.635333000124,0.73336755871,0.0286418663238,0.04961613349,2.87330473609e-06
48,0.0755,1.0471975511965976,0.0,0.0,0.5666666666666667,-0.6,-0.6,10.221907081585613,29.629077928465694,-17.081689892110774,18.239953669830104,-10.680974764890355,8.11773390015512,6.772341347038543,18.756260636221583,756.0,755.0,0.5575,0.4931000000000001,-4.959300000000001,-23.398300000000003,23.3667,-0.1876,1.86185607787,3.81012244419,0.762861821926,3.74538864239,-2.1613727326,-1.45726920404e-05
49,0.001,1.0471975511965976,0.0,0.0,-0.1,0.0,0.6,6.370714590910663,11.811670676259292,-6.593558516930172,13.91036693444927,-6.471212832056716,12.431740025269967,6.851358352913525,14.261595027245527,755.0,754.0,0.0018,0.0003,0.0069,-0.0508,0.0163,0.0284999999999999,0.0349108366619,0.660527264467,-0.0999630536331,0.0496198143587,-0.0286563394291,-1.59696379872e-05
50,0.001,1.0471975511965976,0.0,0.0,-0.05,0.0,0.6,6.370714590910663,11.794326079084168,-6.597928005675652,13.906030785155489,-6.453734877074794,12.423067726682405,6.851358352913525,14.257258877951745,755.0,754.0,0.0014,0.0007,0.0103,-0.0356,0.0262,0.0301,1.15765665608e-05,9.09582364705e-08,-0.0499987610099,0.0496120532633,-0.0286343129891,-2.94022502442e-05
51,0.001,1.0471975511965976,0.0,0.0,0.9,0.6,0.6,13.257028853788034,10.320035319198647,-10.652813561481617,21.602695781616664,-15.63840022007494,31.41540163344294,20.558444547486058,22.339841161559423,755.0,755.0,-0.5017,-0.6133,-7.714700000000001,24.1777,-24.7886,0.1615,0.635399868195,0.661392972031,0.900038299853,0.0496257763261,-0.0286551533742,4.12766036886e-06
52,0.0755,3.665191429188092,0.0,0.0,0.9,-0.6,-0.6,14.62467883112345,31.749285129064074,-19.80252299451792,21.411905212690304,-12.605975030711429,10.536842783887694,10.21149519818808,21.659065722435816,755.0,755.0,0.7867,0.6909000000000001,-6.7979,-29.5272,29.454500000000003,-0.2963,-5.43060732521,-3.47328779217,1.09429284104,-2.16137309074,3.74538668355,1.97726448891e-06
53,0.0755,4.188790204786391,0.0,0.0,0.4,0.6,-0.6,6.694056758076225,14.044787562556479,-8.655957204796998,12.397050830919719,-9.778915812385504,13.849660844336336,8.284550661431151,21.823839395599492,755.0,754.0,-0.2235000000000001,0.4862999999999999,-2.2976,-21.8687,-11.4805,-0.0242,-2.71504477846,-5.67582575187,0.55043126413,-3.74540484774,2.1613616282,2.80620714993e-05
54,0.0755,4.188790204786391,0.0,0.0,0.2,0.6,-0.6,6.4193507890186785,11.605342126469546,-6.5154227055890255,13.94981191378098,-6.52415651618633,12.771076641787062,7.056918962621894,14.374503298543496,754.0,755.0,0.0069999999999999,0.0097999999999999,0.0126,-0.0751,0.0432,0.0368,2.0596332969e-05,1.49596350157e-06,0.20000527219,-3.74540031091,2.16136743542,7.44136148334e-06
