,theta,phi,xoff,yoff,zpush,xshear,yshear,Bx00,Bz00,Bx01,Bz01,Bx10,Bz10,Bx11,Bz11,Temp0,Temp1,Fx,Fy,Fz,Tx,Ty,Tz,X,Y,Z,U,V,W
128,0.0355,1.0471975511965976,0.0,0.0,0.45,-0.6,0.6,12.058106668228024,14.664325688738403,-8.448689167868931,27.535829798136092,-5.516496926746971,13.19181194215004,9.13406752383381,9.13406752383381,745.0,746.0,0.4885,-0.4112999999999999,-2.8405,16.0114,17.480900000000002,-0.0445999999999999,0.606075031668,2.7213666527,0.493536213078,1.76139068652,-1.01683306915,2.5221584813e-05
129,0.0355,0.0,0.0,0.0,1.0,0.6,0.0,14.36461050137971,14.520983642610332,-13.358412107768276,21.600194602138377,-17.59632208681258,29.02024879338308,21.376045705847975,26.910799221941705,745.0,746.0,-0.5126999999999999,-0.0910999999999999,-6.984000000000002,-2.1753,-29.547700000000003,0.0136,3.07579336288,-0.0441074956308,1.04285087815,-1.47022164647e-05,-2.03400282104,-2.40951189239e-05
130,0.0355,0.0,0.0,0.0,0.5,0.6,0.0,12.544600885389961,19.516236765255226,-11.789369833735474,26.402153649590414,-6.254925649224911,9.599573392213232,8.017633598079701,9.082340855459101,745.0,746.0,0.5192,-0.0234999999999999,-2.6472,-0.6796999999999999,23.9395,-0.38,3.62877406033e-05,-2.04160943907e-05,0.500009919618,1.13763795088e-05,-2.03399696562,-1.48426127611e-05
131,0.0355,1.0471975511965976,0.0,0.0,-0.1,0.6,0.0,6.8369812304722295,11.714954497194157,-6.280479651829099,15.181777167976724,-5.907429779823527,12.509851298449822,7.198628015480161,12.983393762051644,745.0,746.0,0.0295,-0.008,-0.1167999999999999,0.0274999999999999,-0.1808,-0.1210999999999999,1.79639784164,2.10444427676,-0.0557542204634,1.76140629722,-1.01680559461,5.4525116973e-05
132,0.001,0.0,0.0,0.0,0.45,0.6,-0.6,7.11063422762582,15.046571145079925,-9.819445879798687,12.858387646812767,-11.510800673920844,14.898885400584337,9.48753309106098,24.751210817297657,745.0,746.0,-0.3199,0.329,-2.8358000000000003,-17.6197,-17.389599999999998,-0.3163,0.670413896329,-0.60004399927,0.45003509186,-9.94024490529e-06,-0.0573069378245,9.40221098481e-06
133,0.0355,0.0,0.0,0.0,0.7250000000000001,-0.6,0.0,15.242037571618203,23.24312996458507,-15.22919328065354,30.372175447349232,-7.2974132574290635,9.243390126076813,8.931471406032871,9.112514745344349,745.0,746.0,0.4903999999999999,0.0323,-4.583699999999999,-4.7675,16.6692,-0.4157,1.86607245371,-0.0441020403646,0.768184618432,6.75542386897e-07,-2.03401473834,4.08656723086e-06
134,0.0355,0.0,0.0,0.0,0.3625,-0.6,0.0,10.385782796733864,17.01861020393278,-9.875483103871288,22.432131851831592,-6.3027063312676015,10.689841682460074,7.771931923299839,10.698799242168718,745.0,746.0,0.4201,-0.0226999999999999,-1.9741,-0.1857,18.9721,-0.3093,5.75191035173e-06,3.34693048595e-06,0.362501968013,-3.40664124258e-06,-2.03399037372,-1.1560807381e-05
135,0.0355,3.141592653589793,0.0,0.0,0.175,0.0,0.0,8.014123488069417,13.526276716448871,-7.651236363758854,16.94479444841468,-6.845668627207264,13.326466591543076,8.086602489245978,14.164486023274138,745.0,746.0,0.1354,0.0402999999999999,-1.3936,-2.7579,2.7118,-0.2587,-2.5348594486,-0.0441141740954,0.218881562599,-2.49073317214e-05,2.03398721239,2.93426882813e-05
136,0.001,5.235987755982988,0.0,0.0,0.45,0.0,0.0,10.320627321221103,15.150819905900342,-9.461669756873626,20.501002899175838,-8.400712642778457,15.789343565925384,10.466029234482534,15.543863846599677,745.0,746.0,0.0380999999999999,-0.0506,-3.2452999999999994,-0.4375,-2.8905000000000003,-0.1117999999999999,0.0351919518732,-0.0610335149935,0.450035431355,-0.0496249710363,-0.0286484722461,-1.55400337702e-05
137,0.0355,1.0471975511965976,0.0,0.0,0.7250000000000001,0.6,0.6,11.66283011678395,8.418087436248527,-6.013225198559776,23.07440465081755,-8.843769876265222,30.232140637920406,17.03531611807042,15.09987660971677,745.0,746.0,-0.3772,-0.5679000000000001,-4.771,20.8196,-22.8777,0.5186999999999999,1.81103906297,2.72972034642,0.768176198915,1.76137180779,-1.01682681704,-7.75228786148e-05
138,0.0355,1.0471975511965976,0.0,0.0,0.3625,0.6,0.6,8.60562054685626,18.432543807685555,-10.860412715447609,17.394775409610883,-8.657775822897813,11.595856373238636,7.884366339888097,16.721930142093083,746.0,746.0,0.1856,0.1797,-1.5246,-10.6811,6.976000000000001,-0.339,-4.82323606821e-06,-6.19487318474e-06,0.362500539995,1.7614004691,-1.01683836623,1.28123238491e-07
139,0.001,0.0,0.0,0.0,1.0,0.6,0.6,13.603834500838431,5.845737189657409,-5.576852121157172,26.163329440788402,-9.879078536870848,33.42718566963207,22.09175295016785,14.095245732360121,746.0,747.0,-0.3827,-0.5190000000000001,-7.037700000000001,18.1789,-25.9918,0.2946,0.670949274452,0.599951943672,1.00002897646,3.73149911509e-06,-0.0572981159089,1.7345017033e-05
140,0.0355,4.188790204786391,0.0,0.0,1.0,0.6,-0.6,12.408609424886173,19.4191477794716,-15.544450923936926,14.858666324351475,-19.740771981727843,20.640450493444636,18.296215543657173,33.18507364283316,746.0,747.0,-0.1595,0.2976999999999999,-6.8187,-19.6445,-16.2002,-0.4814999999999999,-0.704094420502,-2.82639770405,1.04285414858,-1.76139239839,1.01683204234,2.67088680785e-06
141,0.0355,4.188790204786391,0.0,0.0,0.5,0.6,-0.6,10.429219780409037,6.906480404352506,-3.3579228886581114,21.983834059250793,-5.208094342653242,27.595515728837405,14.483467144918169,11.724711498267089,745.0,747.0,0.006,-0.4854999999999999,-2.4419000000000004,23.0665,-5.541400000000001,0.4544,-2.95101642774e-06,-3.23838285832e-05,0.50000731551,-1.76140793578,1.01684251062,-1.59757262425e-05
142,0.0355,5.235987755982988,0.0,0.0,0.7250000000000001,0.6,0.0,10.961300514733074,11.430697999107052,-9.10497666493642,17.481037623395217,-13.0822817404229,25.7560138185203,17.226564092731433,23.545271252433874,746.0,746.0,-0.4916999999999999,0.0215,-4.712100000000001,-4.5232,-26.8476,0.0369,1.81106915572,-2.21802698187,0.768200295297,-1.76136688094,-1.01685424863,-6.9907349919e-05
143,0.0355,3.141592653589793,0.0,0.0,0.7250000000000001,-0.6,0.6,16.567992689200032,13.812455605004644,-8.552898496716683,33.18507364283316,-4.624434475684374,15.012026953960364,11.089007581976093,6.426534926932859,746.0,746.0,0.5992,-0.4791999999999999,-4.5418,18.2778,19.357,0.0424,-3.15428050896,0.555888637368,0.768190709561,1.07147051738e-05,2.03398787965,1.98255627061e-05
144,0.0355,1.0471975511965976,0.0,0.0,-0.1,0.0,-0.6,6.897793007617472,11.489082182083257,-6.159784092288114,15.134361055299909,-5.90308608145601,12.818253882543551,7.353808020604284,13.095468210196845,745.0,746.0,0.0292,-0.0087,-0.1166,0.0303,-0.1703999999999999,-0.0984,1.19638883832,1.5044221085,-0.0557778893268,1.76139848154,-1.01683838169,-8.31210917762e-06
145,0.0355,1.0471975511965976,0.0,0.0,-0.05,0.0,-0.6,6.897793007617472,11.523831769023396,-6.181336870777575,15.130050499602016,-5.907429779823527,12.809566485808517,7.371050243395854,13.125642100082091,745.0,746.0,0.0341,-0.0033999999999999,-0.1448,-0.2343,-0.0008999999999999,-0.0985,1.25383234327e-06,-8.4176884075e-06,-0.0500018071665,1.76140528744,-1.01684134739,1.07665562322e-05
146,0.001,5.235987755982988,0.0,0.0,-0.1,-0.6,0.6,6.8760745157798855,11.471707388613188,-6.151162980892329,15.091255498320985,-5.890054986353459,12.809566485808517,7.3451869092085005,13.095468210196845,745.0,746.0,0.0325,-0.0046,-0.1207,0.0025,-0.1913,-0.1031,-0.565121621641,0.539465938899,-0.0999572766862,-0.0496142273901,-0.0286416372569,-1.94830657538e-06
147,0.001,4.188790204786391,0.0,0.0,0.45,0.0,0.0,10.351033209793725,14.807667734866474,-9.332353085936855,20.61738790301893,-8.36596305583832,15.984809992463662,10.603967016815089,15.466273844037616,745.0,746.0,0.0428999999999999,-0.0447999999999999,-3.2637,-0.7032,-2.8112,-0.114,-0.035324089314,-0.0610560820366,0.450035377218,-0.0496167295352,0.0286651819395,1.72165286374e-05
148,0.0355,2.0943951023931957,0.0,0.0,0.7250000000000001,-0.6,-0.6,12.414289934364442,32.17811750656816,-18.58711616931165,21.953660169365545,-9.495324631392817,7.114977925993337,7.129659124313885,14.375703252470862,745.0,747.0,0.5589000000000001,0.3373,-4.787399999999999,-20.3627,18.5356,-0.7375999999999999,-1.89923073219,1.5297701929,0.768184665827,1.76140391935,1.01683918386,-5.13620821606e-06
149,0.0355,2.0943951023931957,0.0,0.0,-0.1,-0.6,-0.6,6.832637532104712,11.85395284495471,-6.332206320203807,15.039528829946278,-5.96824155696877,12.592381567432652,7.172764681292808,13.190300435550476,745.0,746.0,0.0316,-0.0081,-0.1217999999999999,0.0509,-0.1437,-0.1081999999999999,-1.88455571595,1.50441240849,-0.0557754736956,1.761406555,1.01684069294,-4.76711164114e-06
150,0.0355,2.0943951023931957,0.0,0.0,-0.05,-0.6,-0.6,6.780513151694505,11.706267100459122,-6.332206320203807,15.0265971628526,-6.020365937378977,12.5793504723301,7.181385792688592,13.216163769737829,745.0,746.0,0.0284,-0.0051,-0.1467,-0.1907,-0.3901,-0.1106,1.20493485101e-05,-1.47718079988e-05,-0.0500029932324,1.76139336348,1.01684335844,-2.30563819218e-05
151,0.001,5.235987755982988,0.0,0.0,0.7250000000000001,0.0,-0.6,9.744344073763502,25.26923124213247,-15.277038061205493,16.5709712679705,-12.538997614990055,11.452429364124367,9.186925768031536,24.752942245414545,746.0,747.0,0.0122999999999999,0.4339,-4.845999999999999,-23.761500000000005,-4.984299999999999,-0.5912,0.0353517934304,-0.661340294218,0.725032891702,-0.0496145734082,-0.0286511627367,6.21207606862e-06
152,0.0355,5.235987755982988,0.0,0.0,0.45,0.0,0.0,10.139854917078614,15.290188426181981,-9.342197752843337,20.25005468587233,-8.07102896743034,14.916408947884184,10.096992123456255,15.082948080190741,746.0,746.0,0.0829999999999999,0.0550999999999999,-3.0138000000000003,-4.003699999999999,-0.477,-0.2338999999999999,1.20612830187,-2.2095838308,0.493527140976,-1.76140236434,-1.01685450977,1.48280217991e-05
153,0.001,0.0,0.0,0.0,-0.1,0.0,0.0,6.789200548429539,11.610705736373742,-6.306342986016452,14.987802161571569,-6.046428127584081,12.735723613560722,7.2719074623443305,13.31099599509146,745.0,746.0,0.0313,-0.0032,-0.1111,0.0076,-0.1500999999999999,-0.1062999999999999,0.0698882822674,-5.50281503431e-05,-0.0999671576743,-2.52585872468e-06,-0.0572960395136,2.50900148126e-06
154,0.001,4.188790204786391,0.0,0.0,0.7250000000000001,-0.6,-0.6,12.373839240858471,30.91069360062713,-17.696693157856053,22.13488405706002,-9.14021212628218,7.419088016910927,7.379732389249745,13.922721304791454,746.0,746.0,0.4907999999999999,0.4133,-4.564800000000001,-22.4889,16.2501,-0.6853,-0.63542879494,-0.661266306626,0.725035205508,-0.0496201675206,0.0286482200157,4.15569644616e-06
155,0.001,4.188790204786391,0.0,0.0,0.3625,-0.6,-0.6,9.7095738897358,13.195284838512931,-7.927497446780264,20.07753025830366,-7.466897019949017,16.450643318106536,10.269516551024923,14.315214377510172,746.0,747.0,-0.0701,-0.2481,-2.2714,8.933200000000003,-6.433199999999999,0.2533999999999999,3.72683641064e-05,0.00013372662716,0.362472301764,-0.0495856744519,0.0285897043252,-0.000118388394274
156,0.0355,3.141592653589793,0.0,0.0,0.7250000000000001,-0.6,-0.6,12.612884256048922,31.519171821111918,-18.10643867333164,22.27721670980417,-9.327101865431077,7.579900118039049,7.418550385452695,14.280709491996438,746.0,747.0,0.5708,0.4049999999999999,-4.6545000000000005,-22.422,18.908900000000003,-0.7953000000000001,-3.15431204065,-0.644164656616,0.7681855256,-2.33212371995e-05,2.03400460063,-7.66776490575e-06
157,0.0355,5.235987755982988,0.0,0.0,-0.1,0.6,0.6,6.750107263121883,11.75839148086933,-6.37531187718273,14.996423272967354,-6.024709635746494,12.496820203347271,7.125348568615992,13.203232102644153,745.0,747.0,0.0305,0.0006,-0.1152,-0.0085,-0.1746,-0.1079999999999999,1.79630269338,-1.59261401259,-0.0557735894176,-1.7614056987,-1.01683974343,1.18425394431e-05
158,0.0355,5.235987755982988,0.0,0.0,0.45,0.6,0.6,9.766075438780815,8.866396927064025,-5.067905059829603,19.745420735233978,-6.693260425332646,23.143903743439182,13.09460405246185,13.711378881019836,746.0,747.0,-0.3673,-0.4402,-3.021299999999999,17.789499999999997,-20.3662,0.3427,1.80605586245,-1.60951336629,0.493539296357,-1.76139670994,-1.0168345274,-1.59029944246e-05
159,0.0355,5.235987755982988,0.0,0.0,0.225,0.6,0.6,9.39541956893992,11.445645198408084,-6.030467421351345,20.444965675103237,-5.381842277353934,15.242037571618203,9.388390310009456,11.280724261384181,745.0,747.0,0.2617,-0.2881999999999999,-1.4113,14.437099999999996,9.814199999999998,0.0860999999999999,-4.68505294693e-06,2.48203478149e-05,0.225001248815,-1.76139721226,-1.01685207404,-7.04350228969e-06
160,0.0355,1.0471975511965976,0.0,0.0,0.175,0.0,-0.6,7.219226686813752,14.25167434382426,-8.224540271578531,15.349888840194524,-7.575409952950171,12.475101711509684,7.543472471311547,15.729217741609048,745.0,747.0,0.0645999999999999,0.2695999999999999,-1.2837999999999998,-13.621800000000002,1.0751,-0.2246,1.20120041392,1.51288939081,0.218891012729,1.76140557279,-1.01683443817,4.80724087598e-05
161,0.001,3.141592653589793,0.0,0.0,-0.1,0.6,-0.6,6.832341161443455,11.652357922283652,-6.245384277985758,14.897484320554424,-5.98916419877168,12.821505360215134,7.297783286154628,13.353390693814852,746.0,747.0,0.0324,-0.0041,-0.1185,-0.0008,-0.1688,-0.1195,0.530068268707,-0.600007957065,-0.0999613959875,4.51458862085e-07,0.0573000118124,7.12153678113e-07
162,0.001,3.141592653589793,0.0,0.0,-0.05,0.6,-0.6,6.823648615436529,11.643665376276727,-6.2324449459181075,14.901797431243642,-5.976125379761291,12.83019790622206,7.280530843397761,13.336138251057985,746.0,747.0,0.0327,-0.0039,-0.1127999999999999,0.0162,-0.1748,-0.1095,6.85720004259e-06,2.03066173427e-06,-0.0499978290159,6.87667290965e-06,0.0573005530775,-1.59700407482e-06
163,0.001,2.0943951023931957,0.0,0.0,0.175,-0.6,0.0,8.118372248889832,13.59143219196163,-7.565025249801008,17.63017280437956,-6.33745591820774,12.509851298449822,7.741758033414593,12.931667093676937,745.0,747.0,0.3332,0.0093999999999999,-1.183,-0.9721,12.109799999999998,-0.253,-0.635122148788,0.0607263590846,0.175039865221,0.049625802943,0.0286428950737,3.86666583401e-05
164,0.0355,1.0471975511965976,0.0,0.0,0.175,0.6,0.0,7.058347357623518,11.56977873521786,-6.8233411103407935,14.66888945402594,-7.575553845035587,15.046797137988067,8.712483592217701,16.092215981467447,746.0,747.0,-0.2984,0.0111,-1.2001,-2.2844,-14.8317,0.1222,1.80126463259,2.11283182272,0.218870300006,1.76138414393,-1.01682883638,-3.06117692833e-05
165,0.0355,4.188790204786391,0.0,0.0,-0.1,0.6,0.6,6.750107263121883,11.449988896775602,-6.18995798217336,14.849864379239015,-6.020365937378977,12.861690866218725,7.340876353510608,13.36703321916406,745.0,746.0,0.0334,-0.0013,-0.1214,-0.015,-0.1474,-0.1128,-0.684619200963,-1.59264834594,-0.0557732058095,-1.76140094028,1.0168428726,-8.40887053752e-06
166,0.0355,5.235987755982988,0.0,0.0,-0.1,0.0,0.0,6.806575341899609,11.567268752698569,-6.185647426475468,14.862796046332692,-5.981272652071321,12.90078415152638,7.319323575021146,13.354101552070384,745.0,747.0,0.0323,-8.673617379884036e-20,-0.1165,-0.0166,-0.1906,-0.1038,1.19639874125,-2.19267471215,-0.0557719442133,-1.76140330346,-1.01683810821,-5.81773193886e-06
167,0.0355,5.235987755982988,0.0,0.0,-0.05,0.0,0.0,6.880150164481545,11.591510100235174,-6.189313839025941,14.988059645027974,-5.980471652764754,12.97362491533633,7.384045499938962,13.3145726976119,746.0,747.0,0.0416999999999999,-0.0215999999999999,-0.1986,1.1178,0.3083999999999999,-0.1121,8.43112464483e-06,3.93900667077e-05,-0.0499984942064,-1.76139290034,-1.01682264823,-9.22778948572e-06
168,0.001,0.0,0.0,0.0,-0.1,0.6,0.6,6.814956069429604,11.578471281224786,-6.180687617647507,14.86297943504069,-5.980471652764754,12.899738274277464,7.315035728911495,13.340451361747201,746.0,747.0,0.0318,-0.0054,-0.1162,0.0163,-0.1536,-0.1175,0.669901674351,0.599925949601,-0.0999708332792,-3.62913812251e-06,-0.057291089217,-1.97671061505e-05
169,0.001,4.188790204786391,0.0,0.0,-0.1,0.0,-0.6,6.758454520384587,11.44373681811744,-6.185000728336724,14.867292545729908,-6.023934382799382,12.8606218172463,7.315035728911495,13.331825140368768,746.0,746.0,0.0336,-0.004,-0.1153,0.0078999999999999,-0.1725,-0.1085,-0.0350062154045,-0.660559933631,-0.0999742303855,-0.0496006475142,0.0286755776908,-4.74199995677e-05
170,0.001,4.188790204786391,0.0,0.0,-0.05,0.0,-0.6,6.754108247381125,11.452429364124367,-6.172061396269074,14.858666324351475,-6.015241836792456,12.843236725232448,7.323661950289928,13.353390693814852,746.0,747.0,0.0327,-0.0042,-0.1161,0.0122,-0.1558999999999999,-0.0986999999999999,-5.67003797505e-07,-4.03106957695e-05,-0.0500081101033,-0.0496098653803,0.0286524872315,2.66097949612e-05
171,0.0355,3.141592653589793,0.0,0.0,0.45,0.6,0.0,8.579542908835483,11.165575345895824,-8.069830099524415,14.815535217459308,-11.01780206377809,20.80126259457276,12.995402506609867,21.82434008743642,746.0,747.0,-0.4351,-0.0267,-3.4428000000000005,-1.9918,-24.207500000000003,0.0752,-1.94451475904,-0.0441172358566,0.493536714055,1.69685548537e-06,2.03400339749,-3.72210139427e-06
172,0.001,3.141592653589793,0.0,0.0,-0.1,0.6,0.6,6.728030609360348,11.361157631051649,-6.172061396269074,14.755151667810274,-6.067397112834009,12.960586096325942,7.358166835803662,13.478470903802135,746.0,747.0,0.0322,-0.0039999999999999,-0.1196,0.0226999999999999,-0.1579,-0.1114,0.530093940244,0.599963670183,-0.0999777902655,2.61163518165e-05,0.0573111681813,2.83398608981e-05
173,0.001,5.235987755982988,0.0,0.0,-0.1,0.0,-0.6,6.71499179034996,11.374196450062037,-6.141869621444557,14.755151667810274,-6.054358293823621,12.930162185301704,7.3452275037360115,13.439652907599186,746.0,747.0,0.0329,-0.0034,-0.1175,0.0069999999999999,-0.1740999999999999,-0.1052999999999999,0.0349019365724,-0.66054186731,-0.0999624750387,-0.0496216675512,-0.0286432057214,-1.49039059418e-05
174,0.0355,4.188790204786391,0.0,0.0,0.175,0.0,-0.6,7.1974280937343265,13.61687331984882,-7.60832725577823,14.923362984689724,-7.162657909706624,12.717194808132028,7.6255796985350965,15.52719848118006,746.0,747.0,0.0589999999999999,0.271,-1.0453,-12.0568,0.2715,-0.2895,-1.28943356825,-2.80109971112,0.218880835809,-1.76141845943,1.01684277205,1.52710889712e-05
175,0.0355,4.188790204786391,0.0,0.0,0.0875,0.0,-0.6,7.714634581146394,10.922184057701909,-5.947779640429807,16.225922412833164,-6.2108241219482805,15.281495880175054,8.854816244961851,13.638055999303154,746.0,747.0,-0.0435,-0.1908,-0.7351000000000001,9.3325,-4.518999999999999,-0.0084,0.00020126127659,-0.000225597966657,0.0874525374938,-1.761530871,1.01691786944,-0.000225730316229
176,0.001,0.0,0.0,0.0,0.7250000000000001,-0.6,0.0,15.95082192270832,22.152953498649673,-14.923362984689724,31.58922268782299,-7.488628384966331,10.704870407528771,9.786448153832655,9.553540176614954,746.0,748.0,0.5136000000000001,-0.0220999999999999,-4.754600000000001,-2.5729999999999995,16.6645,-0.4314,-0.52933645903,-1.17683966115e-05,0.725037978653,8.02686627651e-06,-0.0572999204957,1.44119292116e-05
177,0.0355,2.0943951023931957,0.0,0.0,-0.1,0.6,-0.6,6.84103370745038,11.63062655726634,-6.271262942121058,15.082948080190741,-5.950047741740515,12.647654440076623,7.237399736505595,13.137735159354017,746.0,747.0,0.0338,-0.0099,-0.1192,0.0319,-0.1524,-0.1214999999999999,-0.684649203351,1.5044443893,-0.0557722200144,1.76139961836,1.01683895197,7.28791325926e-06
178,0.0355,3.141592653589793,0.0,0.0,0.7250000000000001,-0.6,0.0,16.259407305954177,24.300012362360278,-16.286305962482196,31.425324481632757,-7.701595762136006,9.753036619770427,9.372389527667853,9.734690825562055,746.0,747.0,0.6537,0.0390999999999999,-4.7711,-5.1755,21.7433,-0.5444,-3.15425796904,-0.0440720830631,0.768197323592,-1.81359245083e-06,2.03400196955,-8.61887099655e-06
179,0.0355,3.141592653589793,0.0,0.0,0.175,0.0,-0.6,7.236544550765491,14.412241279482503,-8.31136429812055,15.143331629839775,-7.623362848073676,12.43468706290695,7.5004994885478125,16.053397985264496,746.0,747.0,0.0676,0.2848,-1.2866,-13.5901,0.0839,-0.3924999999999999,-2.53480612858,-0.644110105057,0.218887675696,-1.72909290659e-06,2.03399323762,4.28813621957e-06
180,0.0355,3.141592653589793,0.0,0.0,0.0875,0.0,-0.6,7.145272817692773,11.50458464016592,-6.469666033825025,14.888858099175991,-6.923612894516173,14.620862383648715,8.470949393621567,15.065695637433874,746.0,747.0,-0.1382,-0.0505,-0.6585,1.5964000000000005,-8.6919,0.0079,-2.7597581411e-05,-7.03990516695e-06,0.0875086159379,-1.0183348283e-05,2.03400393737,-3.03828372601e-05
181,0.001,2.0943951023931957,0.0,0.0,0.175,0.0,-0.6,7.127887725678923,13.960228887122376,-7.944749889537131,14.86297943504069,-7.497320930973257,12.691117170111252,7.560883038196846,15.993014435615462,746.0,747.0,0.0363,0.2803,-1.169,-13.297299999999998,-0.4206999999999999,-0.2369999999999999,-0.0351206173625,-0.539304224808,0.175045143593,0.0496197175677,0.0286690970723,3.12776302474e-05
182,0.0355,0.0,0.0,0.0,0.175,0.6,0.6,7.488628384966331,10.68748531551492,-5.947779640429807,15.880873557695828,-6.5367945972079875,15.672660450486703,9.014401340462868,14.099558843049339,746.0,747.0,-0.1966,-0.2401,-1.0794,9.9384,-10.3357,-0.0316,3.04655040067,0.55599822618,0.218861961836,-3.8870832038e-06,-2.03404717082,-7.7753735799e-05
183,0.0355,5.235987755982988,0.0,0.0,0.45,0.6,0.0,8.592581727845872,11.265539624975467,-7.530691263372329,15.574642698761444,-9.822576987825832,19.788580984765936,12.352749013916581,19.749733845923192,746.0,747.0,-0.4994999999999999,0.0068,-2.9374,-2.2967,-25.2972,0.0793,1.80610573626,-2.2095200871,0.493543114656,-1.76141476068,-1.01684415528,2.15371313241e-05
184,0.0355,5.235987755982988,0.0,0.0,0.225,0.6,0.0,9.296677954406839,11.430697999107052,-6.09873851455239,20.198297357601728,-5.5588831714288665,15.46403934632049,9.45433863076297,11.61520708606053,746.0,747.0,0.2366,-0.3062,-1.4351999999999996,15.4371,8.691299999999998,0.0092,4.09975143448e-05,0.000167845678093,0.224971919772,-1.76139521108,-1.01691797327,-0.000133571379461
185,0.001,2.0943951023931957,0.0,0.0,0.7250000000000001,-0.6,-0.6,12.465110973931187,30.350024383180436,-17.606117833382502,22.385044477034587,-9.127173307271791,7.575553845035587,7.517751931304679,13.83645909100712,746.0,747.0,0.4876,0.4133999999999999,-4.6345,-22.756500000000003,15.8538,-0.6819000000000001,-0.635357117056,-0.538752625322,0.725027270857,0.0496236169015,0.0286472000932,1.19070209452e-05
186,0.001,4.188790204786391,0.0,0.0,0.175,0.6,0.6,7.871100409271054,10.40063129728638,-5.831325651820956,16.48902216487538,-6.528102051201062,16.663610695276212,9.613923726263987,14.069367068224821,746.0,747.0,-0.2307,-0.2927,-1.3521,12.0437,-12.9583,0.1547,0.564979261639,0.539169966931,0.175034472272,-0.0496389008019,0.0286282618058,3.55798247789e-05
187,0.001,4.188790204786391,0.0,0.0,0.0875,0.6,0.6,7.271314734793193,12.525958795979667,-6.81471488896236,15.647965580478127,-6.297749582017535,12.821505360215134,7.547943706129196,13.620803556546287,746.0,748.0,0.1333,0.0785999999999999,-0.5613,-3.6427,3.6869,-0.1364,0.000149566402685,-0.000102549681828,0.0874714887133,-0.0496904448879,0.0286882350936,-9.92793133765e-05
188,0.001,5.235987755982988,0.0,0.0,0.45,0.0,0.6,11.124354759787089,10.728609535728987,-5.808887310502002,24.750348236054222,-5.618712411901845,19.708981927816687,11.600511954405187,11.108525956338895,747.0,747.0,0.0645999999999999,-0.5537,-3.1316,22.1277,-2.2498,0.4066999999999999,0.0352309040169,0.538967691906,0.450032466747,-0.0496272492626,-0.0286503560615,8.38722406186e-06
189,0.001,0.0,0.0,0.0,0.45,0.0,-0.6,7.7972137682121865,19.140986307249985,-11.360733555396743,15.186462736731942,-10.013812999978192,11.782746112387535,7.819669679549847,20.57353798756358,746.0,748.0,0.0399999999999999,0.4778,-2.972,-23.8432,-2.1194999999999995,-0.5456999999999999,0.0704243129907,-0.600050116896,0.450028875507,-1.07865968415e-06,-0.0572999758894,9.82962101695e-07
190,0.001,0.0,0.0,0.0,1.0,0.0,-0.6,13.642338108464463,32.20757285026708,-20.391524919852866,19.20471659118418,-15.499296467506328,11.437471860140752,12.066603952573253,28.09498988957506,747.0,748.0,-0.0102999999999999,0.3194,-7.182600000000001,-21.6392,-8.4333,-0.5589999999999999,0.0709630231111,-0.600077824145,1.00002451887,-6.58785694267e-06,-0.0573045527561,6.072693773e-06
191,0.001,0.0,0.0,0.0,0.5,0.0,-0.6,11.163494397331297,16.369066190710946,-10.633802624871421,22.38536291201626,-8.793371901598707,15.43406373826598,10.616539958272604,15.26882860665385,747.0,748.0,0.1504,-0.1599,-3.0114,4.7233,1.7992,-0.0482,0.000170665559906,0.000182196807198,0.499961348386,0.00010569570642,-0.0572393865678,0.000175564664388
192,0.0355,0.0,0.0,0.0,0.7250000000000001,0.6,-0.6,8.162788852275359,18.33474576515339,-12.467960950995753,13.041944615406427,-14.677364079077961,15.294900582553241,11.168945289434756,31.40079054324856,747.0,748.0,-0.3758,0.3183,-4.405200000000001,-19.0187,-21.1317,-0.3297,3.06607053686,-0.644150721575,0.768188768129,-8.51072106816e-06,-2.03400906654,-1.48883897046e-05
193,0.001,0.0,0.0,0.0,0.45,-0.6,-0.6,9.445699194002172,21.487661011770136,-12.329859618205216,18.975986258749852,-8.228021581515705,9.928421390380736,7.25895130480265,14.89768127477928,747.0,747.0,0.4303,0.3616999999999999,-2.8726,-18.509000000000004,15.0837,-0.5837,-0.529556228444,-0.600075571535,0.450027288146,7.41518198988e-06,-0.0573231045758,3.31115767669e-05
194,0.001,2.0943951023931957,0.0,0.0,1.0,-0.6,0.0,21.787731566275728,27.784793807771585,-21.10360991705408,33.20473920282497,-8.749883415438477,9.480489982930358,11.225048955880911,7.8847229690097755,747.0,748.0,0.4253,-0.0251,-6.965300000000001,-4.552,11.073899999999998,-0.4380999999999999,-0.635491836307,0.0614168426383,1.00002968128,0.0496217171496,0.0286464990884,4.92050174313e-06
195,0.001,4.188790204786391,0.0,0.0,0.175,0.0,0.0,7.871100409271054,12.912777093287852,-7.198581740302645,16.834071020012715,-6.562872235228764,13.473446310734548,8.078456320902848,13.70706577033062,746.0,747.0,0.0935999999999999,-0.0348,-1.2062000000000002,0.8041,1.3788,-0.1123,-0.0351347035261,-0.06079134225,0.17503859746,-0.0496189469127,0.0286448114277,-1.17392967854e-05
